,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
313,Amazon.com: Customer reviews: Alani Energy Drink,"December 8, 2023",4.0,tastes fresh carbonated amazing,would definitely say love blue slush best flavor next second problem second blue slush order many bent can falling package prior putting amazon box lost open correctly lost money extremely disappointing flavor outstanding review steer clear acid reflux issue flavor huge trigger though absolutely love flavor bad acid reflux stomach ache hour drinking problem though blue slush flavor,tastes fresh carbonated amazing would definitely say love blue slush best flavor next second problem second blue slush order many bent can falling package prior putting amazon box lost open correctly lost money extremely disappointing flavor outstanding review steer clear acid reflux issue flavor huge trigger though absolutely love flavor bad acid reflux stomach ache hour drinking problem though blue slush flavor,1,0.9154,0.9154,,0.9154,,
314,Amazon.com: Customer reviews: Alani Energy Drink,"December 3, 2023",4.0,pricey goid,easy difficult find,pricey goid easy difficult find,1,,,0.1027,,,
315,Amazon.com: Customer reviews: Alani Energy Drink,"November 26, 2023",4.0,good taste,gave lot energy good taste gave heart burn though drink often,good taste gave lot energy good taste gave heart burn though drink often,1,0.7845,,,,,
316,Amazon.com: Customer reviews: Alani Energy Drink,"November 9, 2023",4.0,good value,good flavor healthy im trying cut back redbull given kidney stone much harder thought good healthy substitute redbull,good value good flavor healthy im trying cut back redbull given kidney stone much harder thought good healthy substitute redbull,1,,0.9246,,,0.9246,0.9246
317,Amazon.com: Customer reviews: Alani Energy Drink,"November 7, 2023",4.0,favorite caffeine drink,found alani nu cherry accident fell love immediately drink sugar laden drink diet soda taste like pop one can alani nu cherry freezer minute get slushy taste exactly like cherry icee without calorie local grocery store sell single seem always completely purchase case subscription mode amazon hunt time come straight home complaint need packaged bit better protective cushioning last box can top misshapen making difficult open pull top tab,favorite caffeine drink found alani nu cherry accident fell love immediately drink sugar laden drink diet soda taste like pop one can alani nu cherry freezer minute get slushy taste exactly like cherry icee without calorie local grocery store sell single seem always completely purchase case subscription mode amazon hunt time come straight home complaint need packaged bit better protective cushioning last box can top misshapen making difficult open pull top tab,1,0.91,,,0.91,,
318,Amazon.com: Customer reviews: Alani Energy Drink,"October 24, 2023",4.0,something change,drinking cosmic stardust two year last order different drink noticably lighter color see bring can work share coworkers pouring small clear cup know color supposed look like like vibrant pink color one really pale pink even really taste previous one tasted almost exactly like skittles like hint taste expired anything according printed date bottom can color way taste meh last pack got makes bit wary,something change drinking cosmic stardust two year last order different drink noticably lighter color see bring can work share coworkers pouring small clear cup know color supposed look like like vibrant pink color one really pale pink even really taste previous one tasted almost exactly like skittles like hint taste expired anything according printed date bottom can color way taste meh last pack got makes bit wary,1,0.9423,,,,,
319,Amazon.com: Customer reviews: Alani Energy Drink,"October 8, 2023",4.0,tastes great,tired buying store ordered taste better deal like give energy make day,tastes great tired buying store ordered taste better deal like give energy make day,1,0.8271,,,,,
320,Amazon.com: Customer reviews: Alani Energy Drink,"September 26, 2023",4.0,mostly cosmic stardust,variety pack came breezeberry watermelon rest cosmic stardust wanted cosmic stardust would way get individual flavor pack save money variety overpriced get listed,mostly cosmic stardust variety pack came breezeberry watermelon rest cosmic stardust wanted cosmic stardust would way get individual flavor pack save money variety overpriced get listed,1,,0.4939,0.4939,,,
321,Amazon.com: Customer reviews: Alani Energy Drink,"September 25, 2023",4.0,good drink,first choice flavor got quite can price paid,good drink first choice flavor got quite can price paid,1,,0.4404,0.4404,,,
322,Amazon.com: Customer reviews: Alani Energy Drink,"September 14, 2023",4.0,task good,like taste drink,task good like taste drink,1,0.6597,,,,,
323,Amazon.com: Customer reviews: Alani Energy Drink,"September 14, 2023",4.0,great tasting,get tasting healthiest ingredient lot caffeine box arrived can shown picture kind expensive type ingredient used good taste caffeine content,great tasting get tasting healthiest ingredient lot caffeine box arrived can shown picture kind expensive type ingredient used good taste caffeine content,1,0.886,,,,,
327,Amazon.com: Customer reviews: Alani Energy Drink,"June 13, 2023",4.0,good pricey,love drink would give star expensive cost come get,good pricey love drink would give star expensive cost come get,1,,,0.7964,,,
328,Amazon.com: Customer reviews: Alani Energy Drink,"June 11, 2023",4.0,tastes amazing expensive oz drink,taste great definitely tropical vibe weird aftertaste anything gave four star price can ounce pretty steep rockstar many great flavor come ounce can le probably wo buy unless price drop significantly,tastes amazing expensive oz drink taste great definitely tropical vibe weird aftertaste anything gave four star price can ounce pretty steep rockstar many great flavor come ounce can le probably wo buy unless price drop significantly,1,0.9442,0.9442,0.9442,,,
329,Amazon.com: Customer reviews: Alani Energy Drink,"June 10, 2023",4.0,pretty good,picky come energy drink like one taste like grape soda really give extra energy pretty good zero sugar beverage,pretty good picky come energy drink like one taste like grape soda really give extra energy pretty good zero sugar beverage,1,0.9607,,,,,
330,Amazon.com: Customer reviews: Alani Energy Drink,"June 1, 2023",4.0,product great amazon shipping leaf lot desired,product great combination flavor hit right note sweet tart shipping take exception cardboard case hold split open pick subscribe save amazon throw thing get damaged weight use ship cardboard box plastic wrap much better current packaging hold,product great amazon shipping leaf lot desired product great combination flavor hit right note sweet tart shipping take exception cardboard case hold split open pick subscribe save amazon throw thing get damaged weight use ship cardboard box plastic wrap much better current packaging hold,1,,0.9578,,,,
331,Amazon.com: Customer reviews: Alani Energy Drink,"May 25, 2023",4.0,great product,never thought energy drink could actually taste good tried alani nu breezeberry flavor performance drink come convenient oz packed caffeine taurine blend vitamin mineral really surprised refreshing delicious breezeberry flavor overly sweet artificial tasting like energy drink market instead subtle berry flavor hint citrus perfect boost also impressed energy boost got drinking alani nu energy drink gave sustained level energy without making feel jittery anxious since calorie per serving worry sugar crash extra calorie overall would highly recommend alani nu energy drink performance breezeberry oz cans pack anyone looking tasty energy boost game changer,great product never thought energy drink could actually taste good tried alani nu breezeberry flavor performance drink come convenient oz packed caffeine taurine blend vitamin mineral really surprised refreshing delicious breezeberry flavor overly sweet artificial tasting like energy drink market instead subtle berry flavor hint citrus perfect boost also impressed energy boost got drinking alani nu energy drink gave sustained level energy without making feel jittery anxious since calorie per serving worry sugar crash extra calorie overall would highly recommend alani nu energy drink performance breezeberry oz cans pack anyone looking tasty energy boost game changer,1,0.9692,0.9692,,,,
332,Amazon.com: Customer reviews: Alani Energy Drink,"May 14, 2023",4.0,fave still good,taste like much still job,fave still good taste like much still job,1,0.8074,,,,,
333,Amazon.com: Customer reviews: Alani Energy Drink,"April 4, 2023",4.0,tastes great,yummy,tastes great yummy,1,0.8176,,,,,
334,Amazon.com: Customer reviews: Alani Energy Drink,"February 6, 2023",4.0,delicious energy drink,love alani nu watermelon wave flavor amazing,delicious energy drink love alani nu watermelon wave flavor amazing,1,,0.93,,,,
335,Amazon.com: Customer reviews: Alani Energy Drink,"January 29, 2023",4.0,ok,sure common labeling different buy store taste sure second flavor brought amazon labeling always different original manufacturer,ok sure common labeling different buy store taste sure second flavor brought amazon labeling always different original manufacturer,1,0.8316,0.8316,,,,
336,Amazon.com: Customer reviews: Alani Energy Drink,"January 18, 2023",4.0,disproportionate product,fruit blast advertise one flavor flavor would think math would suggest kind without warning notice watermelon breezeberry six cosmic disappointing,disproportionate product fruit blast advertise one flavor flavor would think math would suggest kind without warning notice watermelon breezeberry six cosmic disappointing,1,,0.304,,,,
339,Amazon.com: Customer reviews: Alani Energy Drink,"December 21, 2022",4.0,tasty,really energy drink like rest taste like bad sweet tart,tasty really energy drink like rest taste like bad sweet tart,1,0.7521,,,,,
340,Amazon.com: Customer reviews: Alani Energy Drink,"December 12, 2022",4.0,five dented can,five dented can affect flavor,five dented can five dented can affect flavor,1,,0.0,,,,
341,Amazon.com: Customer reviews: Alani Energy Drink,"November 19, 2022",4.0,taste good lasting energy,yummmm alll flavor,taste good lasting energy yummmm alll flavor,1,0.6124,0.6124,,,,
343,Amazon.com: Customer reviews: Alani Energy Drink,"November 11, 2022",4.0,surprised,taste great sweet zero sugar,surprised taste great sweet zero sugar,1,0.8402,,,,,
344,Amazon.com: Customer reviews: Alani Energy Drink,"November 2, 2022",4.0,good price weird label,label sub par best sharp edge otherwise one grocery store,good price weird label label sub par best sharp edge otherwise one grocery store,1,,,0.7506,,,
345,Amazon.com: Customer reviews: Alani Energy Drink,"October 30, 2022",4.0,awesome taste energy boost,great taste energy boost right however drink manufacturer different flavor cheaper sometimes much cheaper,awesome taste energy boost great taste energy boost right however drink manufacturer different flavor cheaper sometimes much cheaper,1,0.9501,0.9501,,,,
346,Amazon.com: Customer reviews: Alani Energy Drink,"October 7, 2022",4.0,great taste couple can ruptued,love flavor hard find area shipping couple can leaking order summer overall buy,great taste couple can ruptued love flavor hard find area shipping couple can leaking order summer overall buy,1,0.836,0.836,,,,
347,Amazon.com: Customer reviews: Alani Energy Drink,"July 31, 2022",4.0,one top flavor,weird experience one can crumpled leaking beverage completely flat great,one top flavor weird experience one can crumpled leaking beverage completely flat great,1,,0.6682,,,,
348,Amazon.com: Customer reviews: Alani Energy Drink,"July 26, 2022",4.0,enjoyable,one party household loves party le impressed one person like purple comic stardust although unsure supposed taste like one like blue razz good product cleanness drink high expensive drink though personally enjoy energy drink one better price well would purchase especially sale top pick however,enjoyable one party household loves party le impressed one person like purple comic stardust although unsure supposed taste like one like blue razz good product cleanness drink high expensive drink though personally enjoy energy drink one better price well would purchase especially sale top pick however,1,0.986,,0.986,,,
349,Amazon.com: Customer reviews: Alani Energy Drink,"July 20, 2022",4.0,best taste,great taste,best taste great taste,1,0.8519,,,,,
350,Amazon.com: Customer reviews: Alani Energy Drink,"July 20, 2022",4.0,box came damaged,box came damaged can wwa damaged love energy drink flavor sweet good,box came damaged box came damaged can wwa damaged love energy drink flavor sweet good,1,,0.5423,,,,
351,Amazon.com: Customer reviews: Alani Energy Drink,"July 11, 2022",4.0,nice idea fell little flat,love energy drink one two day tried many different kind stubbled upon brand try first pretty pricey espescially size caffeine content liked sugar free tatse sugar free well also lingering vitamin taste know try might try different flavor see anything change tatsted like sugar free red gatorade aftertaste,nice idea fell little flat love energy drink one two day tried many different kind stubbled upon brand try first pretty pricey espescially size caffeine content liked sugar free tatse sugar free well also lingering vitamin taste know try might try different flavor see anything change tatsted like sugar free red gatorade aftertaste,1,0.9857,0.9857,0.9857,,,
352,Amazon.com: Customer reviews: Alani Energy Drink,"June 11, 2022",4.0,best energy drink without jitter,love flavor wish came variety pack,best energy drink without jitter love flavor wish came variety pack,1,,0.684,,,,
353,Amazon.com: Customer reviews: Alani Energy Drink,"May 27, 2022",4.0,fulfilling,great taste plus great burst energy,fulfilling great taste plus great burst energy,1,0.8834,,,,,
354,Amazon.com: Customer reviews: Alani Energy Drink,"May 26, 2022",4.0,pricey good,taste great expensive,pricey good taste great expensive,1,0.7906,,0.7906,,,
355,Amazon.com: Customer reviews: Alani Energy Drink,"May 24, 2022",4.0,great flavor,great flavor taste like cherry slushy,great flavor great flavor taste like cherry slushy,1,0.8934,0.8934,,,,
356,Amazon.com: Customer reviews: Alani Energy Drink,"May 16, 2022",4.0,great product stinky packaging,good ever expired wetness something inside packaging smelled like rotten fish thoroughly wash can,great product stinky packaging good ever expired wetness something inside packaging smelled like rotten fish thoroughly wash can,1,,,,,,
357,Amazon.com: Customer reviews: Alani Energy Drink,"May 9, 2022",4.0,great flavor,great product price high,great flavor great product price high,1,,0.8481,0.8481,,,
358,Amazon.com: Customer reviews: Alani Energy Drink,"May 8, 2022",4.0,taste great,excited try received opened box drink leaking thrilled wasted money drink,taste great excited try received opened box drink leaking thrilled wasted money drink,1,0.7351,,,,,
359,Amazon.com: Customer reviews: Alani Energy Drink,"March 27, 2022",4.0,best energy drink ever,nothing like flavor amazing refreshing great pick afternoon,best energy drink ever nothing like flavor amazing refreshing great pick afternoon,1,,0.7366,,,,
360,Amazon.com: Customer reviews: Alani Energy Drink,"March 13, 2022",4.0,came damage leaking,good flavor wish money none came dended broken glad looked opened case right away find,came damage leaking good flavor wish money none came dended broken glad looked opened case right away find,1,,0.7878,,,,
362,Amazon.com: Customer reviews: Alani Energy Drink,"March 8, 2022",4.0,little,cherry slush flavor little strong drink effective need,little cherry slush flavor little strong drink effective need,1,,0.7044,,,,
363,Amazon.com: Customer reviews: Alani Energy Drink,"February 28, 2022",4.0,great flavor packaging severely dented,flavor amazing likely seller fault every single severely dented around lip making nearly impossible open tab without forcing thumb,great flavor packaging severely dented flavor amazing likely seller fault every single severely dented around lip making nearly impossible open tab without forcing thumb,1,,0.0516,,,,
364,Amazon.com: Customer reviews: Alani Energy Drink,"January 7, 2022",4.0,good alternative pricey smaller can,cherry slush point flavor especially almost frozen carry odd aftertaste mg caffeine kinda sneak instead brand mg would even closely classify pre workout advertised amazon price case alani retail get case oz can big brand near time oz alani real saving versus box store carry store near u never stocked cherry slush pay play saying go,good alternative pricey smaller can cherry slush point flavor especially almost frozen carry odd aftertaste mg caffeine kinda sneak instead brand mg would even closely classify pre workout advertised amazon price case alani retail get case oz can big brand near time oz alani real saving versus box store carry store near u never stocked cherry slush pay play saying go,1,0.552,0.552,0.552,,,
365,Amazon.com: Customer reviews: Alani Energy Drink,"July 24, 2021",4.0,love reaction,love drink agree orhers give odd cystic pimple face torn love know else could causing reaction sad taste great give enough energy get thing done workout,love reaction love drink agree orhers give odd cystic pimple face torn love know else could causing reaction sad taste great give enough energy get thing done workout,1,0.9423,,,,,
366,Amazon.com: Customer reviews: Alani Energy Drink,"July 23, 2021",4.0,love taste great energy workout,love product first time ordering amazing happy packaging two drink busted box seemed thrown paid lot drink contacting customer service,love taste great energy workout love product first time ordering amazing happy packaging two drink busted box seemed thrown paid lot drink contacting customer service,1,0.9723,,,,,
368,Amazon.com: Customer reviews: Alani Energy Drink,"May 13, 2021",4.0,tastes good,flavor tasty almost like kind tangy candy smelled lot like grape fall found sucralose artificial sweetener go well stomach mean like everyone,tastes good flavor tasty almost like kind tangy candy smelled lot like grape fall found sucralose artificial sweetener go well stomach mean like everyone,1,0.9143,0.9143,,,,
370,Amazon.com: Customer reviews: Alani Energy Drink,"March 6, 2021",4.0,sweet caffeinated,yummy flavor great variation energy drink high caffeine content mg per,sweet caffeinated yummy flavor great variation energy drink high caffeine content mg per,1,,0.9118,,,,
371,Amazon.com: Customer reviews: Alani Energy Drink,"March 1, 2021",4.0,tastes like tropical drink delicious,love flavor drink reminds tropical vacation love give energy price could lower though,tastes like tropical drink delicious love flavor drink reminds tropical vacation love give energy price could lower though,1,0.9382,0.9382,0.9382,,,
372,Amazon.com: Customer reviews: Alani Energy Drink,"February 10, 2021",4.0,love alani nu energy mimosa favorite ca drink time though,ca drink time though make break sure sensitive added biotin product time drink one break shortly cystic acne love alani nu energy mimosa favorite order small pack like quarter love flavor energy give workout even late night work good stuff,love alani nu energy mimosa favorite ca drink time though ca drink time though make break sure sensitive added biotin product time drink one break shortly cystic acne love alani nu energy mimosa favorite order small pack like quarter love flavor energy give workout even late night work good stuff,1,,0.9843,,,,
373,Amazon.com: Customer reviews: Alani Energy Drink,"December 12, 2020",4.0,delicious sure side effect,really love taste give huge surge energy reading review noticed may causing face break,delicious sure side effect really love taste give huge surge energy reading review noticed may causing face break,1,0.9312,,,,,
374,Amazon.com: Customer reviews: Alani Energy Drink,"October 5, 2020",4.0,great energy drink,local gym stock brand energy drink vending machine able try rainbow candy mimosa flavor love rainbow candy taste like liquid skittle mimosa taste like fizzy mimosa really care flavor purchased cosmic stardust included shipping really care flavor either tastes like watered grape ordered rainbow candy worth extra shipping cost overall caffeine make feel jittery interfere falling asleep night really enjoyed extra energy boost product package came quickly well wrapped,great energy drink local gym stock brand energy drink vending machine able try rainbow candy mimosa flavor love rainbow candy taste like liquid skittle mimosa taste like fizzy mimosa really care flavor purchased cosmic stardust included shipping really care flavor either tastes like watered grape ordered rainbow candy worth extra shipping cost overall caffeine make feel jittery interfere falling asleep night really enjoyed extra energy boost product package came quickly well wrapped,1,0.988,0.988,,0.988,,
375,Amazon.com: Customer reviews: Alani Energy Drink,"August 19, 2020",4.0,okay,high expectation energy drink sure exactly met get wrong taste pretty good seems give decent energy boost blown away flavor like people kind taste like diet watered orange soda like sure id order,okay high expectation energy drink sure exactly met get wrong taste pretty good seems give decent energy boost blown away flavor like people kind taste like diet watered orange soda like sure id order,1,0.9729,0.9729,,,,
377,Amazon.com: Customer reviews: Alani Energy Drink,"April 3, 2020",4.0,taste good,swear make feel jittery also taste good,taste good swear make feel jittery also taste good,1,0.6808,,,,,
378,Amazon.com: Customer reviews: Alani Energy Drink,"July 10, 2019",4.0,good drink iffy taste,good product aspect energy drink crazy flavor super low sugar tasted sweet make shaky though like brand,good drink iffy taste good product aspect energy drink crazy flavor super low sugar tasted sweet make shaky though like brand,1,0.8979,0.8979,,,,
379,Amazon.com: Customer reviews: Alani Energy Drink,"July 9, 2019",4.0,love,amazing taste energy boost absolutely love wish price discount purchasing case expensive daily use,love amazing taste energy boost absolutely love wish price discount purchasing case expensive daily use,1,0.9637,,0.9637,,,
380,Amazon.com: Customer reviews: Alani Energy Drink,"July 5, 2019",4.0,definitely recommend,purchased mimosa flavour incredible tastes great give jittery feeling like normal energy drink,definitely recommend purchased mimosa flavour incredible tastes great give jittery feeling like normal energy drink,1,0.9246,,,,,
381,Amazon.com: Customer reviews: Alani Energy Drink,"April 15, 2019",4.0,mimosa,pretty decent ingredient mimosa best flavor,mimosa pretty decent ingredient mimosa best flavor,1,,0.8126,,,,
384,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","April 16, 2024",4.0,alani,love alani drink although favorite flavor still good drink drink give little boost energy make jittery,alani love alani drink although favorite flavor still good drink drink give little boost energy make jittery,1,,0.9236,,,,
387,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","September 9, 2022",4.0,can dented shipment,love taste energy,can dented shipment love taste energy,1,0.743,,,,,
389,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","November 9, 2020",4.0,like flavor,product described vegan vegan energy drink love peach ring flavor however taste match pretty fancy,like flavor product described vegan vegan energy drink love peach ring flavor however taste match pretty fancy,1,0.9001,0.9001,,,,
390,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","September 9, 2020",4.0,delicious refresher,recently weaned energy drink like redbull bang initial impression drink unique tasty flavor hawaiian shaved ice health ier alternative brand calorie per amongst ingredient mg caffeine energy natural smooth onset stiffness feel super carbonated upon consumption negative price bought single grocery store purchasing pack still getting piece even eligible prime shipping biggest dealbreaker factor customer value would still recommend anyone wanting try,delicious refresher recently weaned energy drink like redbull bang initial impression drink unique tasty flavor hawaiian shaved ice health ier alternative brand calorie per amongst ingredient mg caffeine energy natural smooth onset stiffness feel super carbonated upon consumption negative price bought single grocery store purchasing pack still getting piece even eligible prime shipping biggest dealbreaker factor customer value would still recommend anyone wanting try,1,,0.9509,0.9509,,0.9509,0.9509
391,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","August 13, 2020",4.0,good energy drink wrong flavor,second time ordered hawaiian shaved ice received cosmic stardust luckily flavor good however would nice receive actually order,good energy drink wrong flavor second time ordered hawaiian shaved ice received cosmic stardust luckily flavor good however would nice receive actually order,1,,0.872,,,,
392,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","July 25, 2020",4.0,recieved wrong flavor otherwise great product,product overall great complaint ordered hawaiian shaved ice flavor recieved cosmic stardust gave star money spent definitely expect least recieve correct flavor,recieved wrong flavor otherwise great product product overall great complaint ordered hawaiian shaved ice flavor recieved cosmic stardust gave star money spent definitely expect least recieve correct flavor,1,,0.765,,,,
394,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","November 25, 2019",4.0,ordered,ordered hawaiian shaved ice received rainbow candy tasted great anyway ordered ive seen review saying thing annoying,ordered ordered hawaiian shaved ice received rainbow candy tasted great anyway ordered ive seen review saying thing annoying,1,0.34,,,,,
395,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","August 29, 2019",4.0,buy whole case without trying new flavor,well jumped hype train preworkout sort regret buying whole case first try pretty good like tried first drinking working honestly feel really good usually drink bang preworkout sick brand represent saw lot female fitness model social medium praising brand gave try think b trying different flavor bad oz love,buy whole case without trying new flavor well jumped hype train preworkout sort regret buying whole case first try pretty good like tried first drinking working honestly feel really good usually drink bang preworkout sick brand represent saw lot female fitness model social medium praising brand gave try think b trying different flavor bad oz love,1,,0.9413,,,,
396,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","April 25, 2019",4.0,okay,like mid day energy teacher like flavor get hot flavor great would great shaved ice,okay like mid day energy teacher like flavor get hot flavor great would great shaved ice,1,,0.9451,,,,
397,"Amazon.com: Customer reviews: Alani Nu HAWAIIAN SHAVED ICE Sugar Free, Low Calorie Energy Drinks | 200mg Caffeine | Pre Workout Performance with Antioxidants | Biotin B Vitamins | Zero Sugar | 10 Calories | 12 Fl Oz Cans (12 Pack)","April 6, 2019",4.0,good product,taste fantastic definitely boost energy drinking one gave star whoever ship suck package would min house shipped different state next day package definitely late,good product taste fantastic definitely boost energy drinking one gave star whoever ship suck package would min house shipped different state next day package definitely late,1,0.9153,,,0.9153,,
398,Amazon.com: Customer reviews: Alani Energy Drink,"April 19, 2024",5.0,best price shipping time,compared buying directly manufacturing company cost shipping time arrive way better,best price shipping time compared buying directly manufacturing company cost shipping time arrive way better,1,,,0.7964,,,
399,Amazon.com: Customer reviews: Alani Energy Drink,"April 19, 2024",5.0,slushy,taste like blue slushy,slushy taste like blue slushy,1,0.3612,,,,,
401,Amazon.com: Customer reviews: Alani Energy Drink,"April 17, 2024",5.0,tastes great,like alani sugar free use erythritol substitute bad jacking price,tastes great like alani sugar free use erythritol substitute bad jacking price,1,0.7506,,0.7506,,,
402,Amazon.com: Customer reviews: Alani Energy Drink,"April 15, 2024",5.0,great product shipping,ordered orange kiss flavor received mimosa wanted cant even exchange,great product shipping ordered orange kiss flavor received mimosa wanted cant even exchange,1,,0.7845,,,,
405,Amazon.com: Customer reviews: Alani Energy Drink,"April 13, 2024",5.0,love,huge fan alani nu finding variety flavor small town challenging thankful amazon,love huge fan alani nu finding variety flavor small town challenging thankful amazon,1,,0.93,,,,
406,Amazon.com: Customer reviews: Alani Energy Drink,"April 12, 2024",5.0,delicious,new flavor smack,delicious new flavor smack,1,,0.5719,,,,
408,Amazon.com: Customer reviews: Alani Energy Drink,"April 10, 2024",5.0,sent wrong drink,ordered orange kiss sent mimosa get wrong like mimosa anticipating orange kiss flavor,sent wrong drink ordered orange kiss sent mimosa get wrong like mimosa anticipating orange kiss flavor,1,,0.2263,,,,
409,Amazon.com: Customer reviews: Alani Energy Drink,"April 10, 2024",5.0,awesome energy drink,taste good give energy love drink,awesome energy drink taste good give energy love drink,1,0.9371,,,,,
410,Amazon.com: Customer reviews: Alani Energy Drink,"April 7, 2024",5.0,yummy orange cream flavor,love low carb brand orange cream bomb,yummy orange cream flavor love low carb brand orange cream bomb,1,,0.5106,,,,
411,Amazon.com: Customer reviews: Alani Energy Drink,"April 7, 2024",5.0,love flavor,love drink,love flavor love drink,1,,0.8555,,,,
412,Amazon.com: Customer reviews: Alani Energy Drink,"April 5, 2024",5.0,energy,like alani brand energy drink make feel hyped sluggish weird effect give great energy boost amazing taste paticular flavor taste like orange creamsicle ice cream treat hope enjoy,energy like alani brand energy drink make feel hyped sluggish weird effect give great energy boost amazing taste paticular flavor taste like orange creamsicle ice cream treat hope enjoy,1,0.9758,0.9758,,,,
413,Amazon.com: Customer reviews: Alani Energy Drink,"April 5, 2024",5.0,best alani flavor,cherry slush good packaging great,best alani flavor cherry slush good packaging great,1,,0.9042,,,,
414,Amazon.com: Customer reviews: Alani Energy Drink,"March 30, 2024",5.0,best flavor,favorite alani flavor glad found pack flavor,best flavor favorite alani flavor glad found pack flavor,1,,0.8807,,,,
415,Amazon.com: Customer reviews: Alani Energy Drink,"March 29, 2024",5.0,best flavor,like orange creamsicles love one favorite flavor alani nu make tried except caramel apple one,best flavor like orange creamsicles love one favorite flavor alani nu make tried except caramel apple one,1,,0.9313,,,,
416,Amazon.com: Customer reviews: Alani Energy Drink,"March 28, 2024",5.0,product great delivery much,love flavor carbonated nice energy boost gym low calorie problem ship can dented cant even drink spilled box came wet could ship little better cause paying lose bottle shipment highly disappointing wont buy online anymore keep coming like,product great delivery much love flavor carbonated nice energy boost gym low calorie problem ship can dented cant even drink spilled box came wet could ship little better cause paying lose bottle shipment highly disappointing wont buy online anymore keep coming like,1,,0.8754,,,,
417,Amazon.com: Customer reviews: Alani Energy Drink,"March 26, 2024",5.0,teen love alani,girl love drink flavor husband steal take work also,teen love alani girl love drink flavor husband steal take work also,1,,0.7351,,,,
420,Amazon.com: Customer reviews: Alani Energy Drink,"March 25, 2024",5.0,love,good flavor highly recommend,love good flavor highly recommend,1,,0.8718,,,,
421,Amazon.com: Customer reviews: Alani Energy Drink,"March 24, 2024",5.0,love,wish variety pack absolutely love energy drink flavor,love wish variety pack absolutely love energy drink flavor,1,,0.9257,,,,
422,Amazon.com: Customer reviews: Alani Energy Drink,"March 23, 2024",5.0,best energy drink,favorite energy drink yet grow tired flavor perfect afternoon pick work day able find amazon store around,best energy drink favorite energy drink yet grow tired flavor perfect afternoon pick work day able find amazon store around,1,,0.9169,,,,
423,Amazon.com: Customer reviews: Alani Energy Drink,"March 23, 2024",5.0,taste great,really like,taste great really like,1,0.7841,,,,,
424,Amazon.com: Customer reviews: Alani Energy Drink,"March 22, 2024",5.0,natural peach flavor,refreshing peach flavor aftertaste,natural peach flavor refreshing peach flavor aftertaste,1,0.3612,0.3612,,,,
426,Amazon.com: Customer reviews: Alani Energy Drink,"March 20, 2024",5.0,value,great value,value great value,1,,,,,0.836,0.836
427,Amazon.com: Customer reviews: Alani Energy Drink,"March 19, 2024",5.0,energy drink,justnwamtninwas looking taste ale ordering soon,energy drink justnwamtninwas looking taste ale ordering soon,1,0.2732,,,,,
428,Amazon.com: Customer reviews: Alani Energy Drink,"March 19, 2024",5.0,love,tropsicle cosmic stardust best flavor,love tropsicle cosmic stardust best flavor,1,,0.8555,,,,
