,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
179,Amazon.com: Customer reviews: Alani Energy Drink,"September 1, 2022",2.0,damaged,drink taste amazing can arrived damaged cracked open,damaged drink taste amazing can arrived damaged cracked open,0,-0.25,,,,,
182,Amazon.com: Customer reviews: Alani Energy Drink,"August 27, 2022",2.0,box arrived damaged can dented,box can damaged arrival flavor underwhelming excited try disappointed,box arrived damaged can dented box can damaged arrival flavor underwhelming excited try disappointed,0,,-0.7579,,,,
185,Amazon.com: Customer reviews: Alani Energy Drink,"August 17, 2022",2.0,love product busted dented,best flavor unfortunately gave le star due can bent busted,love product busted dented best flavor unfortunately gave le star due can bent busted,0,,0.7906,,,,
187,Amazon.com: Customer reviews: Alani Energy Drink,"August 1, 2022",2.0,packaged destroyed,im disappointment love order time got package one busted box soaked busted know trust ordering first time ordered can dented honestly could still drink fine time basically paid busted empty destroyed box came even give option time refund even full amount nothing im truly upset,packaged destroyed im disappointment love order time got package one busted box soaked busted know trust ordering first time ordered can dented honestly could still drink fine time basically paid busted empty destroyed box came even give option time refund even full amount nothing im truly upset,0,,,,0.1476,,
188,Amazon.com: Customer reviews: Alani Energy Drink,"July 29, 2022",2.0,,alani freak panic drink can day regular like totally obsessed low rating fanatic tell difference amazon can can grocery amazon alani can carbonated fresh crisp tasted flat comparison grocery bought alani can outside coating actual different added comparison pic reference, alani freak panic drink can day regular like totally obsessed low rating fanatic tell difference amazon can can grocery amazon alani can carbonated fresh crisp tasted flat comparison grocery bought alani can outside coating actual different added comparison pic reference,0,-0.5222,,,,,
190,Amazon.com: Customer reviews: Alani Energy Drink,"July 12, 2022",2.0,empty can received,delivery fine afteri opening package much later found two sealed can thst half empty one two hole soaked cardboard container held twelve can carddboared container holding twelve can absorb soaked plastic wrap around package can contained rest fluid thus protecting outside shipping box two can remained sealed thoroughly inspected leak shaking can tell can approximately full send return label send evidence described would like compensated three can,empty can received delivery fine afteri opening package much later found two sealed can thst half empty one two hole soaked cardboard container held twelve can carddboared container holding twelve can absorb soaked plastic wrap around package can contained rest fluid thus protecting outside shipping box two can remained sealed thoroughly inspected leak shaking can tell can approximately full send return label send evidence described would like compensated three can,0,,,,-0.4482,,
191,Amazon.com: Customer reviews: Alani Energy Drink,"July 2, 2022",2.0,damaged empty can,absolutely love drink flavor great disappointed ordered pack can damaged one even full drink able returned replaced either,damaged empty can absolutely love drink flavor great disappointed ordered pack can damaged one even full drink able returned replaced either,0,,-0.0276,,,,
192,Amazon.com: Customer reviews: Alani Energy Drink,"June 15, 2022",2.0,good flavor can need work,love drink cost feel like irritating minor example one label scratched every time took sip rip,good flavor can need work love drink cost feel like irritating minor example one label scratched every time took sip rip,0,,0.765,,,,
193,Amazon.com: Customer reviews: Alani Energy Drink,"May 24, 2022",2.0,box damaged missing flavor,single flavor pack delivered perfectly variety pack delivered inner box ripped open dirty dented one flavor instead flavor,box damaged missing flavor single flavor pack delivered perfectly variety pack delivered inner box ripped open dirty dented one flavor instead flavor,0,,-0.4215,,,,
194,Amazon.com: Customer reviews: Alani Energy Drink,"May 23, 2022",2.0,sweet,like taste way sweet,sweet like taste way sweet,0,0.8176,,,,,
195,Amazon.com: Customer reviews: Alani Energy Drink,"March 25, 2022",2.0,tastes like cough syrup,tried starlight one fantastic fan cherry cherry flavoring decided get tried realized tasted bitter left aftertaste describe cough think make sweeter would much better product right see coming back,tastes like cough syrup tried starlight one fantastic fan cherry cherry flavoring decided get tried realized tasted bitter left aftertaste describe cough think make sweeter would much better product right see coming back,0,0.8176,0.8176,,,,
196,Amazon.com: Customer reviews: Alani Energy Drink,"March 21, 2022",2.0,okay,flavor best give lot energy like flavor breeze berry one taste like brand juice,okay flavor best give lot energy like flavor breeze berry one taste like brand juice,0,0.9042,0.9042,,,,
199,Amazon.com: Customer reviews: Alani Energy Drink,"February 21, 2022",2.0,item arrived damaged way get refunded,item arrived damaged apparent way ask refund flavor great wo buy unless refund update seller contact correct issue,item arrived damaged way get refunded item arrived damaged apparent way ask refund flavor great wo buy unless refund update seller contact correct issue,0,,-0.1779,,,,
201,Amazon.com: Customer reviews: Alani Energy Drink,"April 18, 2024",3.0,shipped wrong flavor,wanted orange kiss taste amazing got mimosa,shipped wrong flavor wanted orange kiss taste amazing got mimosa,0,0.5423,0.5423,,,,
202,Amazon.com: Customer reviews: Alani Energy Drink,"April 17, 2024",3.0,sent wrong flavor,love alani drink especially orange kiss ordered case orange kiss sent mimosa,sent wrong flavor love alani drink especially orange kiss ordered case orange kiss sent mimosa,0,,0.8051,,,,
203,Amazon.com: Customer reviews: Alani Energy Drink,"April 16, 2024",3.0,order wrong,ordered orange breeze got another flavor ordered happened mimosas good l order flavor disappointed,order wrong ordered orange breeze got another flavor ordered happened mimosas good l order flavor disappointed,0,,-0.5106,,,,
204,Amazon.com: Customer reviews: Alani Energy Drink,"April 16, 2024",3.0,love alani,super frustrated ordered new orange kiss flavor twice received mimosa afraid order get wrong flavor third time get mistake happen twice week time,love alani super frustrated ordered new orange kiss flavor twice received mimosa afraid order get wrong flavor third time get mistake happen twice week time,0,,0.4588,,,,
205,Amazon.com: Customer reviews: Alani Energy Drink,"April 11, 2024",3.0,good product bad delivery,product good packaging box alani nu came broken ripped can kind dent put bigger box hold top wrong flavor,good product bad delivery product good packaging box alani nu came broken ripped can kind dent put bigger box hold top wrong flavor,0,,0.0772,,,,
206,Amazon.com: Customer reviews: Alani Energy Drink,"April 4, 2024",3.0,drinks good,drink great issue box absolutely destroyed can lose package,drinks good drink great issue box absolutely destroyed can lose package,0,,,,0.1389,,
207,Amazon.com: Customer reviews: Alani Energy Drink,"March 29, 2024",3.0,drink good packaged badly,drink good seller got great box kinda crushed one drink empty must busted leaked,drink good packaged badly drink good seller got great box kinda crushed one drink empty must busted leaked,0,,,,0.2944,,
208,Amazon.com: Customer reviews: Alani Energy Drink,"March 27, 2024",3.0,received damage package,opened box alanis damaged say refund item replacement available item buy item regular basis squatter damaged fault able get replacement frustrating,received damage package opened box alanis damaged say refund item replacement available item buy item regular basis squatter damaged fault able get replacement frustrating,0,,,,-0.9274,,
209,Amazon.com: Customer reviews: Alani Energy Drink,"March 26, 2024",3.0,alani nuuu thank,ordered variety pack reason know alani saw lot fitness youtubers drinking product curious try thing say ok bad taste sweet almost hard believe calorie first sip taste good would keep drinking also uneven mix can can cosmic blast others could four know decided give weird like said uneven amount besides sweet tooth mean sweet tooth extremely would gladly recommend,alani nuuu thank ordered variety pack reason know alani saw lot fitness youtubers drinking product curious try thing say ok bad taste sweet almost hard believe calorie first sip taste good would keep drinking also uneven mix can can cosmic blast others could four know decided give weird like said uneven amount besides sweet tooth mean sweet tooth extremely would gladly recommend,0,0.9667,,,,,
212,Amazon.com: Customer reviews: Alani Energy Drink,"March 20, 2024",3.0,love flavor,love flavor hurt stomach really bad teeth unfortunate love way alanis taste came intact issue damage shipping,love flavor love flavor hurt stomach really bad teeth unfortunate love way alanis taste came intact issue damage shipping,0,0.1885,0.1885,,,,
213,Amazon.com: Customer reviews: Alani Energy Drink,"March 20, 2024",3.0,box open,bothered fact open box alani nu box can banging around package,box open bothered fact open box alani nu box can banging around package,0,,,,-0.3182,,
214,Amazon.com: Customer reviews: Alani Energy Drink,"March 18, 2024",3.0,opened,gotten multiple time reason entire pack cracked would fizz overflow lot definitely recently shaken bumped anything opened still tasted fine stopped fizzing everywhere batch seemed weird,opened gotten multiple time reason entire pack cracked would fizz overflow lot definitely recently shaken bumped anything opened still tasted fine stopped fizzing everywhere batch seemed weird,0,0.1531,,,,,
215,Amazon.com: Customer reviews: Alani Energy Drink,"March 15, 2024",3.0,really strong taste,defijitely love hate strong flavor personal favorite mixed plain seltzer enjoyed much,really strong taste defijitely love hate strong flavor personal favorite mixed plain seltzer enjoyed much,0,0.9323,0.9323,,,,
216,Amazon.com: Customer reviews: Alani Energy Drink,"March 13, 2024",3.0,exploded package,product great route one can exploded guess made big mess sure happened blame,exploded package product great route one can exploded guess made big mess sure happened blame,0,,,,0.3612,,
218,Amazon.com: Customer reviews: Alani Energy Drink,"March 7, 2024",3.0,poor packaging,can dented box ripped apart prior opening concerned safety dented can alani favorite energy drink despite delivery,poor packaging can dented box ripped apart prior opening concerned safety dented can alani favorite energy drink despite delivery,0,,,,,,
220,Amazon.com: Customer reviews: Alani Energy Drink,"March 3, 2024",3.0,huge alani fan taste like cherry,huge fan alani product especially cosmic stardust energy drink flavor ordered hoping find another flavor could enjoy bit disappointed tasted like cherry huge watermelon fan almost despise cherry still drank strong cherry taste definitely cherry flavor watermelon enjoy alani pack price though,huge alani fan taste like cherry huge fan alani product especially cosmic stardust energy drink flavor ordered hoping find another flavor could enjoy bit disappointed tasted like cherry huge watermelon fan almost despise cherry still drank strong cherry taste definitely cherry flavor watermelon enjoy alani pack price though,0,0.9802,0.9802,0.9802,,,
221,Amazon.com: Customer reviews: Alani Energy Drink,"February 22, 2024",3.0,cosmic stardust best cherry slush hand,absolutely obsessed cosmic stardust diverted different flavor increase flavor originally got heard great thing cherry stardust know taste subjective pleasant would recommend flavor whatsoever taste like cough medicine also came write review price energy drink pack hope change soon,cosmic stardust best cherry slush hand absolutely obsessed cosmic stardust diverted different flavor increase flavor originally got heard great thing cherry stardust know taste subjective pleasant would recommend flavor whatsoever taste like cough medicine also came write review price energy drink pack hope change soon,0,0.9753,0.9753,0.9753,,,
222,Amazon.com: Customer reviews: Alani Energy Drink,"February 13, 2024",3.0,good flavor,taste ok faint orange taste definitely best flavor caffeine woke like others terrible personally wouldnt buy,good flavor taste ok faint orange taste definitely best flavor caffeine woke like others terrible personally wouldnt buy,0,0.886,0.886,,,,
223,Amazon.com: Customer reviews: Alani Energy Drink,"February 9, 2024",3.0,drinks fizz opened,every single opened fizzed made mess thought sat outside winter degree week love flavor though,drinks fizz opened every single opened fizzed made mess thought sat outside winter degree week love flavor though,0,,0.4019,,,,
224,Amazon.com: Customer reviews: Alani Energy Drink,"January 23, 2024",3.0,received empty cans sealed package,love product received couple empty can inside sealed package came,received empty cans sealed package love product received couple empty can inside sealed package came,0,,,,0.3818,,
225,Amazon.com: Customer reviews: Alani Energy Drink,"January 23, 2024",3.0,worth money,got item supposed variety pack well got watermelon blueberry one thinking ong really really variety pack u get lot flavor really wanted flavor would bought flavor worth money spend pack order flavor,worth money got item supposed variety pack well got watermelon blueberry one thinking ong really really variety pack u get lot flavor really wanted flavor would bought flavor worth money spend pack order flavor,0,,0.5994,,,,
227,Amazon.com: Customer reviews: Alani Energy Drink,"January 18, 2024",3.0,way sweet,order drink put blender ice let sit minute make sure carbonation explode blender similar frozen cherry slurped probably would buy one still looking healthy energy drink taste good one ingredient fond health prefer methylcobalamin starter keep,way sweet order drink put blender ice let sit minute make sure carbonation explode blender similar frozen cherry slurped probably would buy one still looking healthy energy drink taste good one ingredient fond health prefer methylcobalamin starter keep,0,0.9313,,,,,
229,Amazon.com: Customer reviews: Alani Energy Drink,"December 20, 2023",3.0,love product shipping mess,love product package arrived damaged bottle deflated strange unable return go,love product shipping mess love product package arrived damaged bottle deflated strange unable return go,0,,,,0.4939,,
233,Amazon.com: Customer reviews: Alani Energy Drink,"November 23, 2023",3.0,set week,drink great wish could kept getting however price increased never charged told receiving product within week attempting figure reasoning nothing could would recommend setting recurring order,set week drink great wish could kept getting however price increased never charged told receiving product within week attempting figure reasoning nothing could would recommend setting recurring order,0,,,0.8117,,,
234,Amazon.com: Customer reviews: Alani Energy Drink,"November 1, 2023",3.0,good got uneven number flavor,updated add second shipment box received six purple cosmic flavor can others weirdly uneven flavor distribution ended getting purple cosmic flavor blue reason lol,good got uneven number flavor updated add second shipment box received six purple cosmic flavor can others weirdly uneven flavor distribution ended getting purple cosmic flavor blue reason lol,0,,0.5859,,,,
235,Amazon.com: Customer reviews: Alani Energy Drink,"October 19, 2023",3.0,damaged,love alani nu energy drink ordered flavor prime day deal shipped different package delivered different time box drink came damaged delivered larger package completely opened can box can leaking everything else package think issue delivery happened separate delivery,damaged love alani nu energy drink ordered flavor prime day deal shipped different package delivered different time box drink came damaged delivered larger package completely opened can box can leaking everything else package think issue delivery happened separate delivery,0,,0.128,,0.128,,
237,Amazon.com: Customer reviews: Alani Energy Drink,"October 12, 2023",3.0,basically good,good taste caused heartburn could drink,basically good good taste caused heartburn could drink,0,0.7003,,,,,
238,Amazon.com: Customer reviews: Alani Energy Drink,"September 25, 2023",3.0,mostly good,one can sealed mostly empty taste like sour jolly rancher,mostly good one can sealed mostly empty taste like sour jolly rancher,0,0.7845,,,,,
239,Amazon.com: Customer reviews: Alani Energy Drink,"September 15, 2023",3.0,internal box smashed,love alani product ordering time amazon package came heavy drink came smashed one leaking reason item allow refund replacement,internal box smashed love alani product ordering time amazon package came heavy drink came smashed one leaking reason item allow refund replacement,0,,,,0.7783,,
241,Amazon.com: Customer reviews: Alani Energy Drink,"August 29, 2023",3.0,taste different,purchased product multiple time last box received tasted different fizzed every time opened one taste flat buy hoping experience,taste different purchased product multiple time last box received tasted different fizzed every time opened one taste flat buy hoping experience,0,0.4215,,,,,
244,Amazon.com: Customer reviews: Alani Energy Drink,"July 4, 2023",3.0,bad delivery,product good high priced delivery good two can dented thrown mishandeled front porch,bad delivery product good high priced delivery good two can dented thrown mishandeled front porch,0,,,0.3182,,,
245,Amazon.com: Customer reviews: Alani Energy Drink,"July 1, 2023",3.0,variety,would think variety pack can different flavor would receive can flavor case variety pack received cosmic stardust flavor silly cosmic stardust favorite flavor thought would fine small amount majority purchasing variety pack,variety would think variety pack can different flavor would receive can flavor case variety pack received cosmic stardust flavor silly cosmic stardust favorite flavor thought would fine small amount majority purchasing variety pack,0,,0.5994,,,,
246,Amazon.com: Customer reviews: Alani Energy Drink,"June 20, 2023",3.0,good flavor found empty box though,sure common issue head might receive empty,good flavor found empty box though sure common issue head might receive empty,0,,0.3818,,,,
247,Amazon.com: Customer reviews: Alani Energy Drink,"June 1, 2023",3.0,much variety hoped,purchased variety pack flavor taste good however get six cosmic stardust three two flavor seems like weird choice,much variety hoped purchased variety pack flavor taste good however get six cosmic stardust three two flavor seems like weird choice,0,0.743,0.743,,,,
248,Amazon.com: Customer reviews: Alani Energy Drink,"May 11, 2023",3.0,quality,reaching received product lot can dented bottom wanted bring attention,quality reaching received product lot can dented bottom wanted bring attention,0,,,,,,
249,Amazon.com: Customer reviews: Alani Energy Drink,"May 4, 2023",3.0,sweet,flavor better sweet,sweet flavor better sweet,0,,0.836,,,,
250,Amazon.com: Customer reviews: Alani Energy Drink,"April 24, 2023",3.0,sweet,sweet even sure caffeine wise worth price,sweet sweet even sure caffeine wise worth price,0,,,0.9062,,,
251,Amazon.com: Customer reviews: Alani Energy Drink,"April 22, 2023",3.0,arrived empty,can empty arrival happy find husband favorite flavor alaninu wish arrived full drink,arrived empty can empty arrival happy find husband favorite flavor alaninu wish arrived full drink,0,,0.7783,,,,
254,Amazon.com: Customer reviews: Alani Energy Drink,"February 7, 2023",3.0,great product bad packaging,love product packaging horrible pack ripped can fallen obviously change taste wish could packaged little care recommend drink though,great product bad packaging love product packaging horrible pack ripped can fallen obviously change taste wish could packaged little care recommend drink though,0,0.7669,,,0.7669,,
255,Amazon.com: Customer reviews: Alani Energy Drink,"January 28, 2023",3.0,package damaged,cherry slush came damaged,package damaged cherry slush came damaged,0,,,,-0.7003,,
260,Amazon.com: Customer reviews: Alani Energy Drink,"November 16, 2022",3.0,package came brown liquid one can unopened completely empty,package came brown liquid one can unopened completely empty,package came brown liquid one can unopened completely empty package came brown liquid one can unopened completely empty,0,,,,-0.4915,,
262,Amazon.com: Customer reviews: Alani Energy Drink,"October 30, 2022",3.0,um love alani packaging leaf lot desired,absolutely love cosmic stardust favorite flavor caffeine content perfect jitter anything like man drink literally white plastic protection can come bent leaking sticky can bent leaking rate worth money save buying amazon versus going local kroger spending little receive can damaged,um love alani packaging leaf lot desired absolutely love cosmic stardust favorite flavor caffeine content perfect jitter anything like man drink literally white plastic protection can come bent leaking sticky can bent leaking rate worth money save buying amazon versus going local kroger spending little receive can damaged,0,,0.9715,,,,
264,Amazon.com: Customer reviews: Alani Energy Drink,"September 29, 2022",3.0,busted can,like energy drink decided give flavor try shipping super fast opened case can busted super disappointing since cant even get option replacement,busted can like energy drink decided give flavor try shipping super fast opened case can busted super disappointing since cant even get option replacement,0,,0.8481,,,,
265,Amazon.com: Customer reviews: Alani Energy Drink,"September 13, 2022",3.0,love product please fix packaging,love product can sticky probably due busted,love product please fix packaging love product can sticky probably due busted,0,,,,,,
266,Amazon.com: Customer reviews: Alani Energy Drink,"September 12, 2022",3.0,cans half filled,drink taste really nice honestly think good packaging really bad turn sound watching video posted review hear amount drink half filled product half filled honestly overstatement amount drink smaller half filled one fact half filled crazy also smelly yellow liquid top can kind freaked little bit saw video showed worker urinating packaged drink like one recommend seller anyone still think product good packaging horrendous,cans half filled drink taste really nice honestly think good packaging really bad turn sound watching video posted review hear amount drink half filled product half filled honestly overstatement amount drink smaller half filled one fact half filled crazy also smelly yellow liquid top can kind freaked little bit saw video showed worker urinating packaged drink like one recommend seller anyone still think product good packaging horrendous,0,0.8849,,,0.8849,,
267,Amazon.com: Customer reviews: Alani Energy Drink,"September 10, 2022",3.0,love,love drink found amazon clutter cheaper buying store buttttt done reason one store little tasteful really taste tart really flat barely taste kinda wondering authentic little different well one left one get target one right amazon ok purchase think fake,love love drink found amazon clutter cheaper buying store buttttt done reason one store little tasteful really taste tart really flat barely taste kinda wondering authentic little different well one left one get target one right amazon ok purchase think fake,0,0.8939,,,,,
268,Amazon.com: Customer reviews: Alani Energy Drink,"September 8, 2022",3.0,can almost empty,flavor good annoying pay can unopened leaking almost completely empty opened package,can almost empty flavor good annoying pay can unopened leaking almost completely empty opened package,0,,-0.3565,,-0.3565,,
269,Amazon.com: Customer reviews: Alani Energy Drink,"September 7, 2022",3.0,good product ca,unfortunately longer drink first everything fine however noticed would drink everyday would start difficulty breathing hour afterwards think slight allergic reaction happens drink multiple day row one day overall flavor nice definitely order reaction,good product ca unfortunately longer drink first everything fine however noticed would drink everyday would start difficulty breathing hour afterwards think slight allergic reaction happens drink multiple day row one day overall flavor nice definitely order reaction,0,,0.4939,,,,
270,Amazon.com: Customer reviews: Alani Energy Drink,"September 1, 2022",3.0,package came look suspect,package came broken everything fell took box,package came look suspect package came broken everything fell took box,0,,,,-0.6486,,
272,Amazon.com: Customer reviews: Alani Energy Drink,"August 31, 2022",3.0,variety pack misleading,first like flavor ordered usually buy store wanted get variety pack store flavor unhappy product came appears box ripped open transport either another customer returned packing returning reason know touched also pack variety can would think flavor got cosmic stardust two others,variety pack misleading first like flavor ordered usually buy store wanted get variety pack store flavor unhappy product came appears box ripped open transport either another customer returned packing returning reason know touched also pack variety can would think flavor got cosmic stardust two others,0,,-0.4588,,,,
274,Amazon.com: Customer reviews: Alani Energy Drink,"July 30, 2022",3.0,good flavor damaged can,flavor drink good shipped timely manner one arrived empty two others clearly leaking damaged half full unusable,good flavor damaged can flavor drink good shipped timely manner one arrived empty two others clearly leaking damaged half full unusable,0,,0.2263,,,,
276,Amazon.com: Customer reviews: Alani Energy Drink,"July 27, 2022",3.0,tastes,thought tasted taste like smarties candy carbonation nice flavor eh,tastes thought tasted taste like smarties candy carbonation nice flavor eh,0,0.7906,0.7906,,,,
277,Amazon.com: Customer reviews: Alani Energy Drink,"July 18, 2022",3.0,love came damaged,love drink subscription boyfriend drink often morning coffee last shipment came broken half empty can thing offer return replace hassle already drank can noticing half empty one wish would check offer better solution overall good flavor drink bad delivery experience happened different drink,love came damaged love drink subscription boyfriend drink often morning coffee last shipment came broken half empty can thing offer return replace hassle already drank can noticing half empty one wish would check offer better solution overall good flavor drink bad delivery experience happened different drink,0,,0.7964,,,,
278,Amazon.com: Customer reviews: Alani Energy Drink,"July 13, 2022",3.0,hurt stomach,drinking one day row stomach started feeling poor ended getting sick day sure sensitive whatever usually fine caffeine also label look wonky like printed w paper v one store tastes soooooooooooo good though,hurt stomach drinking one day row stomach started feeling poor ended getting sick day sure sensitive whatever usually fine caffeine also label look wonky like printed w paper v one store tastes soooooooooooo good though,0,-0.2023,,,,,
279,Amazon.com: Customer reviews: Alani Energy Drink,"July 5, 2022",3.0,good watermelon,tasted like melted popsicle can came bent bent fact hard open tab watermelon wave x better still got job done gave energy without jitter favorite flavor,good watermelon tasted like melted popsicle can came bent bent fact hard open tab watermelon wave x better still got job done gave energy without jitter favorite flavor,0,0.7594,0.7594,,,,
280,Amazon.com: Customer reviews: Alani Energy Drink,"July 2, 2022",3.0,great tough ship,flavoris exactly expect based name like drinking cherry water ice everything great though bit expensive bummed can pack got dinged transit could opened without exploding,great tough ship flavoris exactly expect based name like drinking cherry water ice everything great though bit expensive bummed can pack got dinged transit could opened without exploding,0,,0.8807,,,,
281,Amazon.com: Customer reviews: Alani Energy Drink,"June 27, 2022",3.0,love drink,great drink much caffeine jitter drinking cherry slush favorite flavor complaint can come damaged can use brittle seem leak shipping handling completely empty carbonation low others really need pay attention packing quality drink cheap others,love drink great drink much caffeine jitter drinking cherry slush favorite flavor complaint can come damaged can use brittle seem leak shipping handling completely empty carbonation low others really need pay attention packing quality drink cheap others,0,,0.1692,,,,
282,Amazon.com: Customer reviews: Alani Energy Drink,"June 22, 2022",3.0,alright probably wo buy smooth though,tasted alright really smooth quite good hoped,alright probably wo buy smooth though tasted alright really smooth quite good hoped,0,0.8532,,,,,
283,Amazon.com: Customer reviews: Alani Energy Drink,"June 1, 2022",3.0,tastes great came damaged,several can arrived dented punctured drink drained ability request refund return product,tastes great came damaged several can arrived dented punctured drink drained ability request refund return product,0,0.25,,,,,
285,Amazon.com: Customer reviews: Alani Energy Drink,"May 15, 2022",3.0,sweet even trying dilute,flavor sweet even diluting regular unflavored seltzer,sweet even trying dilute flavor sweet even diluting regular unflavored seltzer,0,,0.7184,,,,
287,Amazon.com: Customer reviews: Alani Energy Drink,"May 7, 2022",3.0,mostly cosmic stardust,can variety pack cosmic stardust flavor love alani nu love flavor ive tried far thought give variety pack try cosmic flavor jam strong artifical grape flavor thing love can ended trash,mostly cosmic stardust can variety pack cosmic stardust flavor love alani nu love flavor ive tried far thought give variety pack try cosmic flavor jam strong artifical grape flavor thing love can ended trash,0,,0.9509,,,,
288,Amazon.com: Customer reviews: Alani Energy Drink,"March 12, 2022",3.0,medicine,taste like cherry flavor tylenol medicine give kid,medicine taste like cherry flavor tylenol medicine give kid,0,0.3612,0.3612,,,,
289,Amazon.com: Customer reviews: Alani Energy Drink,"March 10, 2022",3.0,bent busted,love product packaged well half can damaged unable consume unable return due amazon policy,bent busted love product packaged well half can damaged unable consume unable return due amazon policy,0,,,,0.6249,,
290,Amazon.com: Customer reviews: Alani Energy Drink,"February 16, 2022",3.0,flat,absolute favorite flavor drink found pack amazon bought right away first one think much husband one day later realized flavor flat tasted like liter soda sitting opened day fridge good sure could turn like hoping batch order taste like normal,flat absolute favorite flavor drink found pack amazon bought right away first one think much husband one day later realized flavor flat tasted like liter soda sitting opened day fridge good sure could turn like hoping batch order taste like normal,0,0.9531,0.9531,,,,
293,Amazon.com: Customer reviews: Alani Energy Drink,"September 1, 2021",3.0,smashed can,flavor one favorite flavor alani energy drink however star received almost can top almost completely smashed one definitely seen better day honestly slightly surprised smashed one leak explode packaging,smashed can flavor one favorite flavor alani energy drink however star received almost can top almost completely smashed one definitely seen better day honestly slightly surprised smashed one leak explode packaging,0,,0.9134,,,,
294,Amazon.com: Customer reviews: Alani Energy Drink,"July 19, 2021",3.0,missing product,package arrived energy drink packaging broken,missing product package arrived energy drink packaging broken,0,,,,-0.4939,,
295,Amazon.com: Customer reviews: Alani Energy Drink,"June 11, 2021",3.0,wish speacialty flavor,wish specialty flavors,wish speacialty flavor wish specialty flavors,0,,0.6597,,,,
296,Amazon.com: Customer reviews: Alani Energy Drink,"June 4, 2021",3.0,enjoy product flavor,flavor like drinking powdered orange drink sure help,enjoy product flavor flavor like drinking powdered orange drink sure help,0,,0.8658,,,,
297,Amazon.com: Customer reviews: Alani Energy Drink,"May 20, 2021",3.0,like flavor betted,definitely give energy favorite flavor,like flavor betted definitely give energy favorite flavor,0,,0.8519,,,,
298,Amazon.com: Customer reviews: Alani Energy Drink,"April 16, 2021",3.0,worth,great taste give energy,worth great taste give energy,0,0.7964,,,,,
301,Amazon.com: Customer reviews: Alani Energy Drink,"April 4, 2024",4.0,love product hate shipping,love product think far best flavor energy drink trouble finding store decided get amazon delivered upset opened spilled can beat replace return packaged well sure order keep searching store,love product hate shipping love product think far best flavor energy drink trouble finding store decided get amazon delivered upset opened spilled can beat replace return packaged well sure order keep searching store,1,,0.8957,,0.8957,,
302,Amazon.com: Customer reviews: Alani Energy Drink,"March 2, 2024",4.0,great product shipping bad,drink self delicious cherry almost overly sweet almost quite energy boost amazingly clean sip day le caffeine hit coffee tea yes high tolerance crash like coffee bang chug unless mummy rising crypt much quick give bad time something go wrong order row le week first one never got building second shipped box bigger case zero packaging case broke can bouncing around ofc can broke open third damaged delivery could delivered back luck getting delivered also better option buy,great product shipping bad drink self delicious cherry almost overly sweet almost quite energy boost amazingly clean sip day le caffeine hit coffee tea yes high tolerance crash like coffee bang chug unless mummy rising crypt much quick give bad time something go wrong order row le week first one never got building second shipped box bigger case zero packaging case broke can bouncing around ofc can broke open third damaged delivery could delivered back luck getting delivered also better option buy,1,,,,,,
303,Amazon.com: Customer reviews: Alani Energy Drink,"March 2, 2024",4.0,really good,love taste,really good love taste,1,0.8258,,,,,
304,Amazon.com: Customer reviews: Alani Energy Drink,"March 1, 2024",4.0,sometimes can hard open,good even warm great taste,sometimes can hard open good even warm great taste,1,0.8176,,,,,
305,Amazon.com: Customer reviews: Alani Energy Drink,"February 28, 2024",4.0,tasty,much tasty energy drink orange flavor celsius drink truly perfect morning treat give good boost energy,tasty much tasty energy drink orange flavor celsius drink truly perfect morning treat give good boost energy,1,,0.9524,,,,
306,Amazon.com: Customer reviews: Alani Energy Drink,"February 16, 2024",4.0,tastes delicious,great flavor reminds bit rainbow unicorn bang energy remember correctly reason give star box came already opened quite can deformed obviously packed shipped way since amazon box damaged,tastes delicious great flavor reminds bit rainbow unicorn bang energy remember correctly reason give star box came already opened quite can deformed obviously packed shipped way since amazon box damaged,1,0.8271,0.8271,,,,
308,Amazon.com: Customer reviews: Alani Energy Drink,"January 21, 2024",4.0,date product,received march st expired rd every opened spewed everywhere taste also realized yesterday expired would like refund please able drink,date product received march st expired rd every opened spewed everywhere taste also realized yesterday expired would like refund please able drink,1,0.5859,,,,,
309,Amazon.com: Customer reviews: Alani Energy Drink,"January 6, 2024",4.0,yum,trying flavor purple gave flavor try good buy brand see sale save buck flavor tried good,yum trying flavor purple gave flavor try good buy brand see sale save buck flavor tried good,1,,0.8402,,,,
311,Amazon.com: Customer reviews: Alani Energy Drink,"December 30, 2023",4.0,got weird batch,buy time never issue recent shipment one got tasted favorite energy drink batch got taste given package still giving star since normally issue hopefully one time thing even finish gross,got weird batch buy time never issue recent shipment one got tasted favorite energy drink batch got taste given package still giving star since normally issue hopefully one time thing even finish gross,1,0.6597,,,0.6597,,
312,Amazon.com: Customer reviews: Alani Energy Drink,"December 13, 2023",4.0,perfect night shift,perfect night shift taste great always looking forward price little high cheaper per buy case,perfect night shift perfect night shift taste great always looking forward price little high cheaper per buy case,1,0.91,,0.91,,,
