,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
0,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-04-20,1.0,missing item,pack c energy drink paid received package completely opened item missing clear package opened upon delivery unacceptable terrible service,missing item pack c energy drink paid received package completely opened item missing clear package opened upon delivery unacceptable terrible service,0,,,,-0.7003,,
6,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-04-01,1.0,wayyyyy sweet yuck,taste like whole sugar way could drink disgustingly sweet needs diluted,wayyyyy sweet yuck taste like whole sugar way could drink disgustingly sweet needs diluted,0,0.5574,,,,,
9,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-23,1.0,taste like crap,taste like bubbly water hint taste popsicle watered gross,taste like crap taste like bubbly water hint taste popsicle watered gross,0,-0.1779,,,,,
12,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-15,1.0,flat,cans dented everyone taste flat,flat cans dented everyone taste flat,0,0.0,,,,,
13,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-15,1.0,damaged can recourse,several can punctured leaking really worth price come half empty,damaged can recourse several can punctured leaking really worth price come half empty,0,,,-0.3626,,,
14,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-10,1.0,horrible,like horrible aftertaste satisfied,horrible like horrible aftertaste satisfied,0,-0.4019,,,,,
16,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-09,1.0,damaged package,almost can dented packaging even able opened,damaged package almost can dented packaging even able opened,0,,,,-0.4404,,
21,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-08,1.0,yuck,can tasted foul,yuck can tasted foul,0,0.0,,,,,
23,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-12-15,1.0,flat taste awful,flat taste awful,flat taste awful flat taste awful,0,-0.7184,,,,,
25,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-12-13,1.0,raised price high,decent drink good recovery workout bought nov paid almost dollar le buy price cheaper price found let company rip,raised price high decent drink good recovery workout bought nov paid almost dollar le buy price cheaper price found let company rip,0,,,0.4404,,,
26,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-12-07,1.0,damaged,cans came dented exploded packaging,damaged cans came dented exploded packaging,0,,,,,,
28,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-12-01,1.0,cans c starburst strawberry cherry flavored,received can verge explosion even open must gotten frozen transport can looked normal tasted horrible normally like c,cans c starburst strawberry cherry flavored received can verge explosion even open must gotten frozen transport can looked normal tasted horrible normally like c,0,-0.25,-0.25,,,,
30,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-11-28,1.0,yuck,tastes like red bull gross drink ghost mango stock sadly tried regret,yuck tastes like red bull gross drink ghost mango stock sadly tried regret,0,-0.8176,,,,,
32,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-11-11,1.0,damaged product,product okay except five damaged can damaged leaked whole package damp disappointing,damaged product product okay except five damaged can damaged leaked whole package damp disappointing,0,,,,-0.9062,,
35,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-11-08,1.0,damaged product,love product majority can arrived damaged unable return product recommend buying amazon since ensure delivering quality product accept return damaged item,damaged product love product majority can arrived damaged unable return product recommend buying amazon since ensure delivering quality product accept return damaged item,0,,,,,,
37,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-10-28,1.0,taste like used,tasted like starburst one got sale taste like,taste like used tasted like starburst one got sale taste like,0,0.7579,,,,,
38,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-10-25,1.0,getting full product,poorly packaged brought can received full can payed price received product,getting full product poorly packaged brought can received full can payed price received product,0,,,0.0,0.0,,
39,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-10-18,1.0,disgusting,horrid flavor horrid aftertaste boost absolute crap,disgusting horrid flavor horrid aftertaste boost absolute crap,0,-0.8834,-0.8834,,,,
41,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-10-06,1.0,replacement refund,received package damaged half order empty getting,replacement refund received package damaged half order empty getting,0,,,,-0.5719,,
48,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-09-20,1.0,cancel,shipping date kept changing feel due price sold really cheap soo yeah,cancel shipping date kept changing feel due price sold really cheap soo yeah,0,,,0.1189,,,
49,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-09-17,1.0,gross flavor taste similar bang muted artificial flavor fizz weird taste,would purchase using get powdered version looking try another energy drink stick rockstar monster one gross,gross flavor taste similar bang muted artificial flavor fizz weird taste would purchase using get powdered version looking try another energy drink stick rockstar monster one gross,0,-0.7003,-0.7003,,,,
51,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-09-15,1.0,leaky can,great flavor ok price however every time received least one leaking,leaky can great flavor ok price however every time received least one leaking,0,,0.743,0.743,,,
53,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-09-09,1.0,pink flavor taste spoiled,pink one tasted spoiled unfortunate since pink variety also ordered received got notification problem shipment new one would shipped couple day positive end sending replacement refunded without even asking wanted,pink flavor taste spoiled pink one tasted spoiled unfortunate since pink variety also ordered received got notification problem shipment new one would shipped couple day positive end sending replacement refunded without even asking wanted,0,-0.2732,-0.2732,,,,
55,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-09-04,1.0,taste bad,product tasted stale like bought grocery store waste money,taste bad product tasted stale like bought grocery store waste money,0,-0.5859,,,,,
60,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-08-22,1.0,wow,package showed everything mess opened day late,wow package showed everything mess opened day late,0,,,,0.3182,,
65,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-08-16,1.0,,like product much came packs taste stale old leaving bad taste drink paid unhappy, like product much came packs taste stale old leaving bad taste drink paid unhappy,0,-0.5859,,,,,
66,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-08-03,1.0,missing several can,missing two can packaging damaged two can removed two can shipped damaged leaked throughout box,missing several can missing two can packaging damaged two can removed two can shipped damaged leaked throughout box,0,,,,,,
67,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-08-02,1.0,toxic ingredient would great otherwise,toxic ingredients sucralose gut health research indicated sucralose might negatively affect balance bacteria gut reducing number good bacteria increasing ph level however study primarily conducted rat unclear effect human glucose metabolism also concern impact sucralose glucose metabolism study suggest might affect insulin blood sugar level leading increased risk developing type diabetes however research needed establish conclusively taste perception regular consumption artificial sweetener like sucralose also potentially alter taste perception making naturally sweet food fruit taste le appealing could lead poor dietary choice potassium sorbate allergic reactions people may experience allergic reaction potassium sorbate symptom like skin rash itching respiratory problem reaction however quite rare potential carcinogen also concern potassium sorbate reacts certain substance like ascorbic acid might form mutagenic compound known acid compound could potentially lead genetic mutation cancer evidence quite limited research needed confirm digestive issues people might experience digestive issue like nausea diarrhea nutrient malabsorption consuming food product potassium sorbate however effect generally associated consumption additive large quantity research,toxic ingredient would great otherwise toxic ingredients sucralose gut health research indicated sucralose might negatively affect balance bacteria gut reducing number good bacteria increasing ph level however study primarily conducted rat unclear effect human glucose metabolism also concern impact sucralose glucose metabolism study suggest might affect insulin blood sugar level leading increased risk developing type diabetes however research needed establish conclusively taste perception regular consumption artificial sweetener like sucralose also potentially alter taste perception making naturally sweet food fruit taste le appealing could lead poor dietary choice potassium sorbate allergic reactions people may experience allergic reaction potassium sorbate symptom like skin rash itching respiratory problem reaction however quite rare potential carcinogen also concern potassium sorbate reacts certain substance like ascorbic acid might form mutagenic compound known acid compound could potentially lead genetic mutation cancer evidence quite limited research needed confirm digestive issues people might experience digestive issue like nausea diarrhea nutrient malabsorption consuming food product potassium sorbate however effect generally associated consumption additive large quantity research,0,0.228,,,,,
73,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-07-21,1.0,busted can,ordered issue box received yesterday look like thrown around dropped packaged shipped top can warped way make nearly impossible open resort punching open opener dumping content drinking glass take longer like extremely disappointed really enjoy c probably last case order,busted can ordered issue box received yesterday look like thrown around dropped packaged shipped top can warped way make nearly impossible open resort punching open opener dumping content drinking glass take longer like extremely disappointed really enjoy c probably last case order,0,,,,0.5945,,
77,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-07-12,1.0,item poor condition,cans open package cans dinged dented pack thrown garbage shipped customer wow,item poor condition cans open package cans dinged dented pack thrown garbage shipped customer wow,0,,,,0.1779,,
79,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-07-08,1.0,product arrived busted,half order came busted product taste great give energy anything except call back say help,product arrived busted half order came busted product taste great give energy anything except call back say help,0,0.836,,,,,
82,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-07-06,1.0,bad taste damaged can,order drink pretty regularly first time arrived damaged funny bad taste even undamaged can taste bad,bad taste damaged can order drink pretty regularly first time arrived damaged funny bad taste even undamaged can taste bad,0,-0.8807,,,,,
83,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-07-05,1.0,quality price w e r e w n formula,beginning perfect r e drink whole get little perk big difference dollar store flavors remained flavor went consistency quality syrup flavors pathetic looking brand,quality price w e r e w n formula beginning perfect r e drink whole get little perk big difference dollar store flavors remained flavor went consistency quality syrup flavors pathetic looking brand,0,,0.0,0.0,,,
85,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-06-28,1.0,good came damaged,product taste fine funky aftertaste jitter cans came damaged however amazon need much better job protecting shipment delivery,good came damaged product taste fine funky aftertaste jitter cans came damaged however amazon need much better job protecting shipment delivery,0,0.2732,,,,,
88,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-06-17,1.0,ship cancelled auto ship think,like taste plus wey much sugar many colaries,ship cancelled auto ship think like taste plus wey much sugar many colaries,0,0.128,,,,,
89,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-06-13,1.0,buy unless want something make sick,buy pack cherry strawberry starburst cs ordered husband got weird taste either expired something make sick hurt stomach full day longer also worst consumer service messaged amazon told u message company sell company told u go back amazon save money buy regular store,buy unless want something make sick buy pack cherry strawberry starburst cs ordered husband got weird taste either expired something make sick hurt stomach full day longer also worst consumer service messaged amazon told u message company sell company told u go back amazon save money buy regular store,0,-0.872,,,,,
90,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-06-08,1.0,damaged,can damaged ca even open completely drained opened package extremely unexceptable immediately canceled subscription second order row horribly botched,damaged can damaged ca even open completely drained opened package extremely unexceptable immediately canceled subscription second order row horribly botched,0,,,,-0.8999,,
94,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-05-24,1.0,love taste,throw every time drink one sorry work,love taste throw every time drink one sorry work,0,0.5994,,,,,
95,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-05-16,1.0,uuummmm ugh,first sure happens cardboard case damp can moisture outside mold growing cardboard shipping box damp damaged taste ugh like drinking traffic cone crap awful stick blue bombsicle regret buying,uuummmm ugh first sure happens cardboard case damp can moisture outside mold growing cardboard shipping box damp damaged taste ugh like drinking traffic cone crap awful stick blue bombsicle regret buying,0,-0.886,,,,,
98,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-05-04,1.0,received can package,packaging ripped can,received can package packaging ripped can,0,,,,0.0,,
103,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-21,2.0,love product,love product looked like dropped placed amazon box blame driver blame vaseline handed warehouse personnel packaged shipping,love product love product looked like dropped placed amazon box blame driver blame vaseline handed warehouse personnel packaged shipping,0,,,,0.8316,,
107,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-25,2.0,flavor,even taste close say get pack strawberry need come close ya cherry cough medici taste like cherry taste like strawberry candy ugh even vidka save,flavor even taste close say get pack strawberry need come close ya cherry cough medici taste like cherry taste like strawberry candy ugh even vidka save,0,0.6597,0.6597,,,,
112,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-01,2.0,favor okay made feel tired,flavor best nothing energy level,favor okay made feel tired flavor best nothing energy level,0,,0.6232,,,,
113,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-12-15,2.0,great taste,got good price taste great maybe personal preference,great taste got good price taste great maybe personal preference,0,0.9022,,0.9022,,,
117,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-10-07,2.0,c wild sometimes,c energy drink different flavor itchy niacin itch niacin foush problem particular drink made lip swell itch lip nothing else,c wild sometimes c energy drink different flavor itchy niacin itch niacin foush problem particular drink made lip swell itch lip nothing else,0,,-0.4019,,,,
119,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-09-13,2.0,usual strawberry flavor like drinking old shoe,drink regularly latest pack strawberry taste bit notice exp date usually can exp date atleast year taste made wonder water filter needed changing creek water taste maybe couple month expiration quality control issue idk yeah still drank left shall see,usual strawberry flavor like drinking old shoe drink regularly latest pack strawberry taste bit notice exp date usually can exp date atleast year taste made wonder water filter needed changing creek water taste maybe couple month expiration quality control issue idk yeah still drank left shall see,0,0.5106,0.5106,,,,
121,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-08-31,2.0,case damaged,okay effing love flavor amazing starburst cherry strawberry potency spot love tingle however case arrived already couple realize half remaining damaged undrinkable unless bust hole shotgun mfkrs lol disappointed husband got favorite energy drink even enjoy bottom still recommend quality product taking chance arriving damaged getting halfway realizing,case damaged okay effing love flavor amazing starburst cherry strawberry potency spot love tingle however case arrived already couple realize half remaining damaged undrinkable unless bust hole shotgun mfkrs lol disappointed husband got favorite energy drink even enjoy bottom still recommend quality product taking chance arriving damaged getting halfway realizing,0,,0.9568,,,,
125,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-08-08,2.0,tasted little,compared last package gritty metallic taste much hassle send back,tasted little compared last package gritty metallic taste much hassle send back,0,0.0,,,0.0,,
127,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-07-29,2.0,broken can,package arrived time broken can package started,broken can package arrived time broken can package started,0,,,,-0.7351,,
131,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-05-31,2.0,cans half empty sealed,thought price pack fair received opened package discover leaked contained cardboard crate biggie problem started removing can noticed can lighter others could hear slosh around viewed video found can half empty can bad pack disappointing find purchase,cans half empty sealed thought price pack fair received opened package discover leaked contained cardboard crate biggie problem started removing can noticed can lighter others could hear slosh around viewed video found can half empty can bad pack disappointing find purchase,0,,,-0.9001,-0.9001,,
133,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-05-19,2.0,normal sized,smaller can price ounce,normal sized smaller can price ounce,0,,,0.0,,,
135,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-04-28,2.0,tastes weird,energy drink leaf metallic taste mouth taste nothing like think based flavor got,tastes weird energy drink leaf metallic taste mouth taste nothing like think based flavor got,0,-0.1803,-0.1803,,,,
136,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-03-24,2.0,actually smell taste like skittle aftertaste horrible,love smelled tasted like skittle aftertaste horrible happens item try,actually smell taste like skittle aftertaste horrible love smelled tasted like skittle aftertaste horrible happens item try,0,0.296,,,,,
137,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-03-21,2.0,fan,used buy taste ok would recommend better tasting brand energy par energy drink offer sustained energy boost basic energy need looking yes recommend brand,fan used buy taste ok would recommend better tasting brand energy par energy drink offer sustained energy boost basic energy need looking yes recommend brand,0,0.969,,,,,
138,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-03-19,2.0,eh,expecting flavor really nothing energy,eh expecting flavor really nothing energy,0,,-0.2715,,,,
139,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-03-10,2.0,good product delivery ca keep,cans arrived condition like real c exploded nearby causing massive damage leakage,good product delivery ca keep cans arrived condition like real c exploded nearby causing massive damage leakage,0,,,,,,
140,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-02-10,2.0,bad product taste,bad product taste,bad product taste bad product taste,0,-0.7906,,,,,
141,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-02-02,2.0,makes skin crawl taste good,heard good thing c tolerate energy drink one made skin crawl know else explain jittery like skin feel like going boil working started freak first felt go away tried six different time time happens nothing bad purchase also flavor excited tasted fake nasty overall would recommend,makes skin crawl taste good heard good thing c tolerate energy drink one made skin crawl know else explain jittery like skin feel like going boil working started freak first felt go away tried six different time time happens nothing bad purchase also flavor excited tasted fake nasty overall would recommend,0,0.8422,0.8422,,,,
142,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-01-23,2.0,starburst flavor terrible,bought skittles flavor really good figured starburst flavor would taste nothing like pink starbursts pick another flavor,starburst flavor terrible bought skittles flavor really good figured starburst flavor would taste nothing like pink starbursts pick another flavor,0,-0.254,-0.254,,,,
143,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2023-01-16,2.0,decent,received tact tasted old weird taste maybe got old pack,decent received tact tasted old weird taste maybe got old pack,0,-0.1779,,,,,
144,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-12-21,2.0,horrible chemical taste,flavour nothing like starburst strawberry strange chemical taste,horrible chemical taste flavour nothing like starburst strawberry strange chemical taste,0,-0.7514,,,,,
145,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-12-04,2.0,damaged arrived,unfortunately least can damaged opened package worth taking risk drinking money drain,damaged arrived unfortunately least can damaged opened package worth taking risk drinking money drain,0,,,,-0.8126,,
146,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-11-22,2.0,damaged product,pack two crushed empty can must done long shipped since can completely empty box dry leakage sure could missed packing,damaged product pack two crushed empty can must done long shipped since can completely empty box dry leakage sure could missed packing,0,,,,,,
148,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-10-27,2.0,better packing,package busted can like drink,better packing package busted can like drink,0,,,,0.6597,,
149,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-10-17,2.0,arrived damaged,love product taste great drink paid arrives damaged,arrived damaged love product taste great drink paid arrives damaged,0,0.5423,,,,,
150,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-10-08,2.0,bad batch taste like dirt,gas station loved bought case taste like dirt impossible drink,bad batch taste like dirt gas station loved bought case taste like dirt impossible drink,0,0.1531,,,,,
152,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-09-15,2.0,lost delivery,package damaged inside lost,lost delivery package damaged inside lost,0,,,,-0.7579,,
153,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-09-12,2.0,ok guess,flavor good one way cleveland nerve started getting tingly drink rest pack occassional energy drink company,ok guess flavor good one way cleveland nerve started getting tingly drink rest pack occassional energy drink company,0,,0.7351,,,,
155,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-09-01,2.0,bye onz price walmart,expensive realize can ounce,bye onz price walmart expensive realize can ounce,0,,,0.0,,,
156,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2022-08-30,2.0,sweet,bit sweet use sucralose sweeten better high fructose corn syrup aspartame problem wreaks havoc gut dialed back used little le think drink would taste better leave le trouble,sweet bit sweet use sucralose sweeten better high fructose corn syrup aspartame problem wreaks havoc gut dialed back used little le think drink would taste better leave le trouble,0,0.3182,,,,,
