,product,date,rating,title,reviews,combined,sentiment,sentiment_taste,sentiment_flavor,sentiment_price,sentiment_package,sentiment_value,sentiment_packaging
419,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-23,5.0,best energy drink market,actually get energy mental alertness drink flavor great dye sugar work aware niacin cause flushing effect,best energy drink market actually get energy mental alertness drink flavor great dye sugar work aware niacin cause flushing effect,1,,0.91,,,,
420,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-23,5.0,good flavor,tastes like skittle low sugar sodium,good flavor tastes like skittle low sugar sodium,1,0.5106,0.5106,,,,
422,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-22,5.0,great product,fast shipping fair price,great product fast shipping fair price,1,,,0.7506,,,
423,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-19,5.0,good,packed nicely damage can favorite flavor,good packed nicely damage can favorite flavor,1,,0.6808,,,,
425,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-18,5.0,tastes great,tastes great crash,tastes great tastes great crash,1,0.7579,,,,,
427,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-18,5.0,tasty,cause skin tingle like flavor,tasty cause skin tingle like flavor,1,,0.3612,,,,
430,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-12,5.0,c,c taste great,c c taste great,1,0.6249,,,,,
433,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-07,5.0,teenager approves,never actually tried year old son love one every morning high school get going like brand monster like energy drink full fake sweetener caffeine health fanatic great getting sleepy teenager door school time,teenager approves never actually tried year old son love one every morning high school get going like brand monster like energy drink full fake sweetener caffeine health fanatic great getting sleepy teenager door school time,1,,,,,,
434,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-07,5.0,awesome flavor,good worth money,awesome flavor good worth money,1,,0.836,,,,
435,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-06,5.0,strawberry starburst favorite,tried many brand flavor energy drink c strawberry starburst definitely favorite however tried watermelon burst flavor nearly intolerable,strawberry starburst favorite tried many brand flavor energy drink c strawberry starburst definitely favorite however tried watermelon burst flavor nearly intolerable,1,,0.8689,,,,
436,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-05,5.0,color surprising thought blue,delicious taste like soda really good definitely give energy kick without jitter,color surprising thought blue delicious taste like soda really good definitely give energy kick without jitter,1,0.939,,,,,
438,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-04,5.0,favorite,great price favorite energy drink,favorite great price favorite energy drink,1,,,0.9042,,,
439,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-03,5.0,c,stuff great taste awesome,c stuff great taste awesome,1,0.8481,,,,,
440,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-03-02,5.0,favorite taste,always give energy go gym,favorite taste always give energy go gym,1,0.6249,,,,,
442,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-27,5.0,stuff taste amazing keep focused,stuff taste amazing one best flavor energy market except perhaps c flavor right amount kick boost keep focused going,stuff taste amazing keep focused stuff taste amazing one best flavor energy market except perhaps c flavor right amount kick boost keep focused going,1,0.9674,0.9674,,,,
443,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-25,5.0,taste,,taste ,1,0.0,,,,,
444,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-23,5.0,great,people hater grape flavor lover love flavor,great people hater grape flavor lover love flavor,1,,0.8834,,,,
445,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-23,5.0,exactly advertised,favorite energy drink save ton money buying online v store arrived time packaged well,exactly advertised favorite energy drink save ton money buying online v store arrived time packaged well,1,,,,0.8555,,
446,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-18,5.0,great product priced high,love stuff like price,great product priced high love stuff like price,1,,,0.8957,,,
447,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-18,5.0,delish,love grape c grape drink taste good know talking one one best best caffeine affect heart issue aggravates tic tourette,delish love grape c grape drink taste good know talking one one best best caffeine affect heart issue aggravates tic tourette,1,0.9274,,,,,
448,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-17,5.0,great working pickup,taste good awesome energy,great working pickup taste good awesome energy,1,0.9217,,,,,
449,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-17,5.0,delicious,great value great price taste amazing,delicious great value great price taste amazing,1,0.959,,0.959,,0.959,0.959
450,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-16,5.0,good price,cheaper local store,good price cheaper local store,1,,,0.4404,,,
452,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-09,5.0,excellent flavor,love strawberry watermelon flavor energy drink give crash afterwards,excellent flavor love strawberry watermelon flavor energy drink give crash afterwards,1,,0.8074,,,,
453,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-07,5.0,good deal,good price thanks,good deal good price thanks,1,,,0.8271,,,
454,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-05,5.0,good flavor,c great taste,good flavor c great taste,1,0.7906,0.7906,,,,
457,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-05,5.0,tasty work,love taste cherry limeade slightly flat could shipping handling shaking delivery would recommend,tasty work love taste cherry limeade slightly flat could shipping handling shaking delivery would recommend,1,0.7184,,,,,
460,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-04,5.0,actually taste good,hate energy drink one actually taste good bubbly taste good tart kept going throughout day rare sip throughout day,actually taste good hate energy drink one actually taste good bubbly taste good tart kept going throughout day rare sip throughout day,1,0.7269,,,,,
461,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-03,5.0,drink,liked taste,drink liked taste,1,0.4215,,,,,
462,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-02-02,5.0,much needed,flavor drink good get tiring precisely need especially since college need energy study used drinking celsius energy drink hesitant try caffeinated beverage specifically way would help stay active focused still since buying already drank four can regret decision want try something different go always remember everyone various effect certain thing item lose hope energized intake journey good day,much needed flavor drink good get tiring precisely need especially since college need energy study used drinking celsius energy drink hesitant try caffeinated beverage specifically way would help stay active focused still since buying already drank four can regret decision want try something different go always remember everyone various effect certain thing item lose hope energized intake journey good day,1,,0.9524,,,,
463,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-31,5.0,great taste,better flavor bang contains sufficient caffeine help wake,great taste better flavor bang contains sufficient caffeine help wake,1,0.8658,0.8658,,,,
464,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-31,5.0,great taste good energy without crash,taste amazing give energy without crash normal energy drink go mom definitely need energy,great taste good energy without crash taste amazing give energy without crash normal energy drink go mom definitely need energy,1,0.9481,,,,,
465,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-31,5.0,best flavored energy drink,love starburst energy drink get amazon stock take picture first arrived came good condition recommend drink u want something flavored fizzy full energy,best flavored energy drink love starburst energy drink get amazon stock take picture first arrived came good condition recommend drink u want something flavored fizzy full energy,1,,0.9643,,,,
467,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-28,5.0,good,great shipped fast packaged well,good great shipped fast packaged well,1,,,,0.8442,,
469,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-27,5.0,c,great price,c great price,1,,,0.6249,,,
471,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-26,5.0,amazing flavor,orange starburst strawberry starburst favorite flavor c hand bit energy drink addict tried quite definitely top favorite shipping always quick well love buy bulk,amazing flavor orange starburst strawberry starburst favorite flavor c hand bit energy drink addict tried quite definitely top favorite shipping always quick well love buy bulk,1,,0.9763,,,,
472,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-25,5.0,great,find flavor region ended subscribing receive smooth flavor drinking case already still bored,great find flavor region ended subscribing receive smooth flavor drinking case already still bored,1,,0.4588,,,,
475,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-22,5.0,great pre workout,replaced preworkout great energy nitrous feel warned exercise sensitive caffiene might feel tingly workout good get blood muscle love taste ca wait try flavor,great pre workout replaced preworkout great energy nitrous feel warned exercise sensitive caffiene might feel tingly workout good get blood muscle love taste ca wait try flavor,1,0.946,0.946,,,,
478,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-21,5.0,solid energy boost taking king dip insane,got share experience c energy reached whole new level started pairing king dip pouch morning c energy instant burst energy especially hitting gym like lightning bolt wake get pumped workout flavor great energy boost real immediate get even better began adding king dip pouch morning routine wow difference king dip known testosterone property seems complement c perfectly c give quick intense energy king dip add layer sustained focus vitality last throughout day combination like best world immediate kick c get moving benefit king dip keep going physical energy also mental clarity focus essential busy lifestyle noticed significant improvement workout added testosterone support king dip seems help endurance strength making session gym effective best part jitter crash like might expect stacking two energy product looking way supercharge morning power day give c energy king dip try combo offering perfect balance immediate energy sustained performance enhancement whether fitness enthusiast someone needing extra boost duo worth exploring got king dip amazon http,solid energy boost taking king dip insane got share experience c energy reached whole new level started pairing king dip pouch morning c energy instant burst energy especially hitting gym like lightning bolt wake get pumped workout flavor great energy boost real immediate get even better began adding king dip pouch morning routine wow difference king dip known testosterone property seems complement c perfectly c give quick intense energy king dip add layer sustained focus vitality last throughout day combination like best world immediate kick c get moving benefit king dip keep going physical energy also mental clarity focus essential busy lifestyle noticed significant improvement workout added testosterone support king dip seems help endurance strength making session gym effective best part jitter crash like might expect stacking two energy product looking way supercharge morning power day give c energy king dip try combo offering perfect balance immediate energy sustained performance enhancement whether fitness enthusiast someone needing extra boost duo worth exploring got king dip amazon http,1,,0.9979,,,,
479,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-19,5.0,great tasting,find case go best flavor definitely perfect morning instead coffee right work,great tasting find case go best flavor definitely perfect morning instead coffee right work,1,,0.9403,,,,
480,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-18,5.0,delicious,great taste wonderful flavor dont like yet give enough energy get day going,delicious great taste wonderful flavor dont like yet give enough energy get day going,1,0.9098,0.9098,,,,
482,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-17,5.0,amazing taste value,preworkout drink really like flavor energizing cant burn workout already third case stuff good wish made non preworkout version could drink time nice,amazing taste value preworkout drink really like flavor energizing cant burn workout already third case stuff good wish made non preworkout version could drink time nice,1,0.9621,0.9621,,,0.9621,0.9621
483,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-17,5.0,save money buying store daily,perfect good flavor,save money buying store daily perfect good flavor,1,,0.8689,,,,
484,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-17,5.0,good,really enjoyed wonderful flavor,good really enjoyed wonderful flavor,1,,0.8878,,,,
485,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-16,5.0,needed replacement,quit smoking several year back give coffee quit smoking needed replacement coffee tried several energy drink work taste well bought c wimb delivered amazon prime give get wake need go everyday,needed replacement quit smoking several year back give coffee quit smoking needed replacement coffee tried several energy drink work taste well bought c wimb delivered amazon prime give get wake need go everyday,1,0.5994,,,,,
487,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-13,5.0,super flavor,great flavor insane energy,super flavor great flavor insane energy,1,,0.8126,,,,
488,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-12,5.0,favorite performance drink,love taste one performance drink cause stomach issue like right working gives smooth sustained energy boost help hydrate best price online bulk ca get close price grocery store find many place carry flavor,favorite performance drink love taste one performance drink cause stomach issue like right working gives smooth sustained energy boost help hydrate best price online bulk ca get close price grocery store find many place carry flavor,1,0.9657,0.9657,0.9657,,,
489,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-12,5.0,great value price,hard find store really good price,great value price hard find store really good price,1,,,0.8516,,0.8516,0.8516
491,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-08,5.0,great product terrible packaging,love product every time receive many can dented top enjoyed way report amazon without processing return,great product terrible packaging love product every time receive many can dented top enjoyed way report amazon without processing return,1,,,,,,
492,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-07,5.0,cellucor c energy drink starburst strawberry carbonated sugar free,taste great time come nice little pack,cellucor c energy drink starburst strawberry carbonated sugar free taste great time come nice little pack,1,0.9062,,,,,
495,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-06,5.0,hubby favorite flavor,husband favorite flavor ordered several time amazon price great fast delivery,hubby favorite flavor husband favorite flavor ordered several time amazon price great fast delivery,1,,0.8957,0.8957,,,
496,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-06,5.0,favorite pre workout,hand best pre workout drink convenient powder mix cup use make jittery either best blue bomb pop flavor oz perfect size,favorite pre workout hand best pre workout drink convenient powder mix cup use make jittery either best blue bomb pop flavor oz perfect size,1,,0.9442,,,,
499,"Amazon.com: Customer reviews: Cellucor C4 Energy Drink, STARBURST Strawberry, Carbonated Sugar Free Pre Workout Performance Drink with no Artificial Colors or Dyes, Pack of 12",2024-01-03,5.0,good product bad shipping,like flavor sugar energy drink taste exactly like drinking starburst least far tell sadly almost every time order least burst empty package never cushioning material shipping box reason figure seems happen starburst flavor energy drink even type c amazon problem,good product bad shipping like flavor sugar energy drink taste exactly like drinking starburst least far tell sadly almost every time order least burst empty package never cushioning material shipping box reason figure seems happen starburst flavor energy drink even type c amazon problem,1,0.25,0.25,,0.25,,
